(1, 1, 5)
(1.05733, 1.05569, 5)
(1.1171, 1.11039, 5)
(1.1792, 1.16379, 5)
(1.2435, 1.21555, 5)
(1.30984, 1.26531, 5)
(1.378, 1.31272, 5)
(1.44775, 1.3574, 5)
(1.51882, 1.39899, 5)
(1.59091, 1.43714, 5)
(1.66369, 1.47151, 5)
(1.7368, 1.50177, 5)
(1.80987, 1.52762, 5)
(1.88251, 1.54882, 5)
(1.95433, 1.56514, 5)
(2.02492, 1.57641, 5)
(2.09388, 1.58251, 5)
(2.16085, 1.58339, 5)
(2.22545, 1.57902, 5)
(2.28736, 1.56946, 5)
(2.34626, 1.55481, 5)
(2.4019, 1.53522, 5)
(2.45404, 1.51089, 5)
(2.5025, 1.48207, 5)
(2.54715, 1.44904, 5)
(2.58789, 1.41211, 5)
(2.62617, 1.37733, 5)
(2.66357, 1.35025, 5)
(2.70023, 1.33052, 5)
(2.73627, 1.31783, 5)
(2.77181, 1.31195, 5)
(2.80694, 1.31265, 5)
(2.84178, 1.31979, 5)
(2.87641, 1.33323, 5)
(2.91094, 1.3529, 5)
(2.94544, 1.37872, 5)
(2.98002, 1.41069, 5)
(3.01475, 1.4488, 5)
(3.04972, 1.49311, 5)
(3.08502, 1.54367, 5)
(3.12073, 1.6006, 5)
(3.15695, 1.66403, 5)
(3.19377, 1.73412, 5)
(3.23128, 1.81107, 5)
(3.26958, 1.89512, 5)
(3.30878, 1.98655, 5)
(3.34899, 2.08566, 5)
(3.39031, 2.19283, 5)
(3.43289, 2.30847, 5)
(3.47686, 2.43303, 5)
(3.52235, 2.56705, 5)
(3.56923, 2.70411, 5)
(3.61722, 2.83724, 5)
(3.66629, 2.96617, 5)
(3.7164, 3.09062, 5)
(3.76749, 3.21033, 5)
(3.81954, 3.32504, 5)
(3.87247, 3.43448, 5)
(3.92623, 3.53842, 5)
(3.98078, 3.63661, 5)
(4.03603, 3.72882, 5)
(4.09193, 3.81485, 5)
(4.1484, 3.89447, 5)
(4.20538, 3.96751, 5)
(4.26278, 4.0338, 5)
(4.32053, 4.09318, 5)
(4.37856, 4.1455, 5)
(4.43678, 4.19066, 5)
(4.4951, 4.22854, 5)
(4.55345, 4.25908, 5)
(4.61174, 4.28221, 5)
(4.6699, 4.2979, 5)
(4.72783, 4.30612, 5)
(4.78546, 4.30688, 5)
(4.84271, 4.30022, 5)
(4.89949, 4.28616, 5)
(4.95573, 4.26478, 5)
(5.01135, 4.23617, 5)
(5.06629, 4.20043, 5)
(5.12047, 4.15769, 5)
(5.17383, 4.10809, 5)
(5.2263, 4.05179, 5)
(5.27783, 3.98895, 5)
(5.32835, 3.91978, 5)
(5.37782, 3.84447, 5)
(5.42619, 3.76323, 5)
(5.47342, 3.6763, 5)
(5.51946, 3.58389, 5)
(5.56429, 3.48626, 5)
(5.60787, 3.38365, 5)
(5.65017, 3.27632, 5)
(5.69117, 3.16452, 5)
(5.73085, 3.04851, 5)
(5.76921, 2.92855, 5)
(5.80622, 2.8049, 5)
(5.84189, 2.67783, 5)
(5.8762, 2.54759, 5)
(5.90917, 2.41443, 5)
(5.94078, 2.27862, 5)
(5.97106, 2.14039, 5)
