(0.579675, 0.813189, 0.2)
(0.524948, 0.84969, 0.2)
(0.468429, 0.882282, 0.2)
(0.410536, 0.910853, 0.2)
(0.351685, 0.935348, 0.2)
(0.292286, 0.955768, 0.2)
(0.232734, 0.972163, 0.2)
(0.173401, 0.984629, 0.2)
(0.114632, 0.993305, 0.2)
(0.0567397, 0.998362, 0.2)
(-3.13971e-016, 1, 0.2)
(-0.0571844, 0.998363, 0.2)
(-0.11545, 0.993312, 0.2)
(-0.174518, 0.98465, 0.2)
(-0.234077, 0.972211, 0.2)
(-0.293785, 0.955862, 0.2)
(-0.353274, 0.935507, 0.2)
(-0.412153, 0.911097, 0.2)
(-0.47002, 0.882634, 0.2)
(-0.526466, 0.850171, 0.2)
(-0.581084, 0.813815, 0.2)
(-0.633478, 0.773729, 0.2)
(-0.683274, 0.730127, 0.2)
(-0.730127, 0.683274, 0.2)
(-0.773729, 0.633478, 0.2)
(-0.813815, 0.581084, 0.2)
(-0.850171, 0.526466, 0.2)
(-0.882634, 0.47002, 0.2)
(-0.911097, 0.412153, 0.2)
(-0.935507, 0.353274, 0.2)
(-0.955862, 0.293785, 0.2)
(-0.972211, 0.234077, 0.2)
(-0.98465, 0.174518, 0.2)
(-0.993312, 0.11545, 0.2)
(-0.998363, 0.0571844, 0.2)
(-1, -1.25588e-015, 0.2)
(-0.998363, -0.0571844, 0.2)
(-0.993312, -0.11545, 0.2)
(-0.98465, -0.174518, 0.2)
(-0.972211, -0.234077, 0.2)
(-0.955862, -0.293785, 0.2)
(-0.935507, -0.353274, 0.2)
(-0.911097, -0.412153, 0.2)
(-0.882634, -0.47002, 0.2)
(-0.850171, -0.526466, 0.2)
(-0.813815, -0.581084, 0.2)
(-0.773729, -0.633478, 0.2)
(-0.730127, -0.683274, 0.2)
(-0.683274, -0.730127, 0.2)
(-0.633478, -0.773729, 0.2)
(-0.581084, -0.813815, 0.2)
(-0.526466, -0.850171, 0.2)
(-0.47002, -0.882634, 0.2)
(-0.412153, -0.911097, 0.2)
(-0.353274, -0.935507, 0.2)
(-0.293785, -0.955862, 0.2)
(-0.234077, -0.972211, 0.2)
(-0.174518, -0.98465, 0.2)
(-0.11545, -0.993312, 0.2)
(-0.0571844, -0.998363, 0.2)
(2.51177e-015, -1, 0.2)
(0.0571844, -0.998363, 0.2)
(0.11545, -0.993312, 0.2)
(0.174518, -0.98465, 0.2)
(0.234077, -0.972211, 0.2)
(0.293785, -0.955862, 0.2)
(0.353274, -0.935507, 0.2)
(0.412153, -0.911097, 0.2)
(0.47002, -0.882634, 0.2)
(0.526466, -0.850171, 0.2)
(0.581084, -0.813815, 0.2)
(0.633478, -0.773729, 0.2)
(0.683274, -0.730127, 0.2)
(0.730127, -0.683274, 0.2)
(0.773729, -0.633478, 0.2)
(0.813815, -0.581084, 0.2)
(0.850171, -0.526466, 0.2)
(0.882634, -0.47002, 0.2)
(0.911097, -0.412153, 0.2)
(0.935507, -0.353274, 0.2)
(0.955862, -0.293785, 0.2)
(0.972211, -0.234077, 0.2)
(0.98465, -0.174518, 0.2)
(0.993312, -0.11545, 0.2)
(0.998363, -0.0571844, 0.2)
(1, 0, 0.3)
(0.998362, 0.0567397, 0.3)
(0.993305, 0.114632, 0.3)
(0.984629, 0.173401, 0.3)
(0.972163, 0.232734, 0.3)
(0.955768, 0.292286, 0.3)
(0.935348, 0.351685, 0.3)
(0.910853, 0.410536, 0.3)
(0.882282, 0.468429, 0.3)
(0.84969, 0.524948, 0.3)
(0.813189, 0.579675, 0.3)
(0.772944, 0.632207, 0.3)
(0.729177, 0.682159, 0.3)
(0.682159, 0.729177, 0.3)
(0.632207, 0.772944, 0.3)
(0.579675, 0.813189, 0.3)
(0.524948, 0.84969, 0.3)
(0.468429, 0.882282, 0.3)
(0.410536, 0.910853, 0.3)
(0.351685, 0.935348, 0.3)
(0.292286, 0.955768, 0.3)
(0.232734, 0.972163, 0.3)
(0.173401, 0.984629, 0.3)
(0.114632, 0.993305, 0.3)
(0.0567397, 0.998362, 0.3)
(-3.13971e-016, 1, 0.3)
(-0.0571844, 0.998363, 0.3)
(-0.11545, 0.993312, 0.3)
(-0.174518, 0.98465, 0.3)
(-0.234077, 0.972211, 0.3)
(-0.293785, 0.955862, 0.3)
(-0.353274, 0.935507, 0.3)
(-0.412153, 0.911097, 0.3)
(-0.47002, 0.882634, 0.3)
(-0.526466, 0.850171, 0.3)
(-0.581084, 0.813815, 0.3)
(-0.633478, 0.773729, 0.3)
(-0.683274, 0.730127, 0.3)
(-0.730127, 0.683274, 0.3)
(-0.773729, 0.633478, 0.3)
(-0.813815, 0.581084, 0.3)
(-0.850171, 0.526466, 0.3)
(-0.882634, 0.47002, 0.3)
(-0.911097, 0.412153, 0.3)
(-0.935507, 0.353274, 0.3)
(-0.955862, 0.293785, 0.3)
(-0.972211, 0.234077, 0.3)
(-0.98465, 0.174518, 0.3)
(-0.993312, 0.11545, 0.3)
(-0.998363, 0.0571844, 0.3)
(-1, -1.25588e-015, 0.3)
(-0.998363, -0.0571844, 0.3)
(-0.993312, -0.11545, 0.3)
(-0.98465, -0.174518, 0.3)
(-0.972211, -0.234077, 0.3)
(-0.955862, -0.293785, 0.3)
(-0.935507, -0.353274, 0.3)
(-0.911097, -0.412153, 0.3)
(-0.882634, -0.47002, 0.3)
(-0.850171, -0.526466, 0.3)
(-0.813815, -0.581084, 0.3)
(-0.773729, -0.633478, 0.3)
(-0.730127, -0.683274, 0.3)
(-0.683274, -0.730127, 0.3)
(-0.633478, -0.773729, 0.3)
(-0.581084, -0.813815, 0.3)
(-0.526466, -0.850171, 0.3)
(-0.47002, -0.882634, 0.3)
(-0.412153, -0.911097, 0.3)
(-0.353274, -0.935507, 0.3)
(-0.293785, -0.955862, 0.3)
(-0.234077, -0.972211, 0.3)
(-0.174518, -0.98465, 0.3)
(-0.11545, -0.993312, 0.3)
(-0.0571844, -0.998363, 0.3)
(2.51177e-015, -1, 0.3)
(0.0571844, -0.998363, 0.3)
(0.11545, -0.993312, 0.3)
(0.174518, -0.98465, 0.3)
(0.234077, -0.972211, 0.3)
(0.293785, -0.955862, 0.3)
(0.353274, -0.935507, 0.3)
(0.412153, -0.911097, 0.3)
(0.47002, -0.882634, 0.3)
(0.526466, -0.850171, 0.3)
(0.581084, -0.813815, 0.3)
(0.633478, -0.773729, 0.3)
(0.683274, -0.730127, 0.3)
(0.730127, -0.683274, 0.3)
(0.773729, -0.633478, 0.3)
(0.813815, -0.581084, 0.3)
(0.850171, -0.526466, 0.3)
(0.882634, -0.47002, 0.3)
(0.911097, -0.412153, 0.3)
(0.935507, -0.353274, 0.3)
(0.955862, -0.293785, 0.3)
(0.972211, -0.234077, 0.3)
(0.98465, -0.174518, 0.3)
(0.993312, -0.11545, 0.3)
(0.998363, -0.0571844, 0.3)
(1, 0, 0.4)
(0.998362, 0.0567397, 0.4)
(0.993305, 0.114632, 0.4)
(0.984629, 0.173401, 0.4)
(0.972163, 0.232734, 0.4)
(0.955768, 0.292286, 0.4)
(0.935348, 0.351685, 0.4)
(0.910853, 0.410536, 0.4)
(0.882282, 0.468429, 0.4)
(0.84969, 0.524948, 0.4)
(0.813189, 0.579675, 0.4)
(0.772944, 0.632207, 0.4)
(0.729177, 0.682159, 0.4)
(0.682159, 0.729177, 0.4)
(0.632207, 0.772944, 0.4)
(0.579675, 0.813189, 0.4)
(0.524948, 0.84969, 0.4)
(0.468429, 0.882282, 0.4)
(0.410536, 0.910853, 0.4)
(0.351685, 0.935348, 0.4)
(0.292286, 0.955768, 0.4)
(0.232734, 0.972163, 0.4)
(0.173401, 0.984629, 0.4)
(0.114632, 0.993305, 0.4)
(0.0567397, 0.998362, 0.4)
(-3.13971e-016, 1, 0.4)
(-0.0571844, 0.998363, 0.4)
(-0.11545, 0.993312, 0.4)
(-0.174518, 0.98465, 0.4)
(-0.234077, 0.972211, 0.4)
(-0.293785, 0.955862, 0.4)
(-0.353274, 0.935507, 0.4)
(-0.412153, 0.911097, 0.4)
(-0.47002, 0.882634, 0.4)
(-0.526466, 0.850171, 0.4)
(-0.581084, 0.813815, 0.4)
(-0.633478, 0.773729, 0.4)
(-0.683274, 0.730127, 0.4)
(-0.730127, 0.683274, 0.4)
(-0.773729, 0.633478, 0.4)
(-0.813815, 0.581084, 0.4)
(-0.850171, 0.526466, 0.4)
(-0.882634, 0.47002, 0.4)
(-0.911097, 0.412153, 0.4)
(-0.935507, 0.353274, 0.4)
(-0.955862, 0.293785, 0.4)
(-0.972211, 0.234077, 0.4)
(-0.98465, 0.174518, 0.4)
(-0.993312, 0.11545, 0.4)
(-0.998363, 0.0571844, 0.4)
(-1, -1.25588e-015, 0.4)
(-0.998363, -0.0571844, 0.4)
(-0.993312, -0.11545, 0.4)
(-0.98465, -0.174518, 0.4)
(-0.972211, -0.234077, 0.4)
(-0.955862, -0.293785, 0.4)
(-0.935507, -0.353274, 0.4)
(-0.911097, -0.412153, 0.4)
(-0.882634, -0.47002, 0.4)
(-0.850171, -0.526466, 0.4)
(-0.813815, -0.581084, 0.4)
(-0.773729, -0.633478, 0.4)
(-0.730127, -0.683274, 0.4)
(-0.683274, -0.730127, 0.4)
(-0.633478, -0.773729, 0.4)
(-0.581084, -0.813815, 0.4)
(-0.526466, -0.850171, 0.4)
(-0.47002, -0.882634, 0.4)
(-0.412153, -0.911097, 0.4)
(-0.353274, -0.935507, 0.4)
(-0.293785, -0.955862, 0.4)
(-0.234077, -0.972211, 0.4)
(-0.174518, -0.98465, 0.4)
(-0.11545, -0.993312, 0.4)
(-0.0571844, -0.998363, 0.4)
(2.51177e-015, -1, 0.4)
(0.0571844, -0.998363, 0.4)
(0.11545, -0.993312, 0.4)
(0.174518, -0.98465, 0.4)
(0.234077, -0.972211, 0.4)
(0.293785, -0.955862, 0.4)
(0.353274, -0.935507, 0.4)
(0.412153, -0.911097, 0.4)
(0.47002, -0.882634, 0.4)
(0.526466, -0.850171, 0.4)
(0.581084, -0.813815, 0.4)
(0.633478, -0.773729, 0.4)
(0.683274, -0.730127, 0.4)
(0.730127, -0.683274, 0.4)
(0.773729, -0.633478, 0.4)
(0.813815, -0.581084, 0.4)
(0.850171, -0.526466, 0.4)
(0.882634, -0.47002, 0.4)
(0.911097, -0.412153, 0.4)
(0.935507, -0.353274, 0.4)
(0.955862, -0.293785, 0.4)
(0.972211, -0.234077, 0.4)
(0.98465, -0.174518, 0.4)
(0.993312, -0.11545, 0.4)
(0.998363, -0.0571844, 0.4)
(1, 0, 0.5)
(0.998362, 0.0567397, 0.5)
(0.993305, 0.114632, 0.5)
(0.984629, 0.173401, 0.5)
(0.972163, 0.232734, 0.5)
(0.955768, 0.292286, 0.5)
(0.935348, 0.351685, 0.5)
(0.910853, 0.410536, 0.5)
(0.882282, 0.468429, 0.5)
(0.84969, 0.524948, 0.5)
(0.813189, 0.579675, 0.5)
(0.772944, 0.632207, 0.5)
(0.729177, 0.682159, 0.5)
(0.682159, 0.729177, 0.5)
(0.632207, 0.772944, 0.5)
(0.579675, 0.813189, 0.5)
(0.524948, 0.84969, 0.5)
(0.468429, 0.882282, 0.5)
(0.410536, 0.910853, 0.5)
(0.351685, 0.935348, 0.5)
(0.292286, 0.955768, 0.5)
(0.232734, 0.972163, 0.5)
(0.173401, 0.984629, 0.5)
(0.114632, 0.993305, 0.5)
(0.0567397, 0.998362, 0.5)
(-3.13971e-016, 1, 0.5)
(-0.0571844, 0.998363, 0.5)
(-0.11545, 0.993312, 0.5)
(-0.174518, 0.98465, 0.5)
(-0.234077, 0.972211, 0.5)
(-0.293785, 0.955862, 0.5)
(-0.353274, 0.935507, 0.5)
(-0.412153, 0.911097, 0.5)
(-0.47002, 0.882634, 0.5)
(-0.526466, 0.850171, 0.5)
(-0.581084, 0.813815, 0.5)
(-0.633478, 0.773729, 0.5)
(-0.683274, 0.730127, 0.5)
(-0.730127, 0.683274, 0.5)
(-0.773729, 0.633478, 0.5)
(-0.813815, 0.581084, 0.5)
(-0.850171, 0.526466, 0.5)
(-0.882634, 0.47002, 0.5)
(-0.911097, 0.412153, 0.5)
(-0.935507, 0.353274, 0.5)
(-0.955862, 0.293785, 0.5)
(-0.972211, 0.234077, 0.5)
(-0.98465, 0.174518, 0.5)
(-0.993312, 0.11545, 0.5)
(-0.998363, 0.0571844, 0.5)
(-1, -1.25588e-015, 0.5)
(-0.998363, -0.0571844, 0.5)
(-0.993312, -0.11545, 0.5)
(-0.98465, -0.174518, 0.5)
(-0.972211, -0.234077, 0.5)
(-0.955862, -0.293785, 0.5)
(-0.935507, -0.353274, 0.5)
(-0.911097, -0.412153, 0.5)
(-0.882634, -0.47002, 0.5)
(-0.850171, -0.526466, 0.5)
(-0.813815, -0.581084, 0.5)
(-0.773729, -0.633478, 0.5)
(-0.730127, -0.683274, 0.5)
(-0.683274, -0.730127, 0.5)
(-0.633478, -0.773729, 0.5)
(-0.581084, -0.813815, 0.5)
(-0.526466, -0.850171, 0.5)
(-0.47002, -0.882634, 0.5)
(-0.412153, -0.911097, 0.5)
(-0.353274, -0.935507, 0.5)
(-0.293785, -0.955862, 0.5)
(-0.234077, -0.972211, 0.5)
(-0.174518, -0.98465, 0.5)
(-0.11545, -0.993312, 0.5)
(-0.0571844, -0.998363, 0.5)
(2.51177e-015, -1, 0.5)
(0.0571844, -0.998363, 0.5)
(0.11545, -0.993312, 0.5)
(0.174518, -0.98465, 0.5)
(0.234077, -0.972211, 0.5)
(0.293785, -0.955862, 0.5)
(0.353274, -0.935507, 0.5)
(0.412153, -0.911097, 0.5)
(0.47002, -0.882634, 0.5)
(0.526466, -0.850171, 0.5)
(0.581084, -0.813815, 0.5)
(0.633478, -0.773729, 0.5)
(0.683274, -0.730127, 0.5)
(0.730127, -0.683274, 0.5)
(0.773729, -0.633478, 0.5)
(0.813815, -0.581084, 0.5)
(0.850171, -0.526466, 0.5)
(0.882634, -0.47002, 0.5)
(0.911097, -0.412153, 0.5)
(0.935507, -0.353274, 0.5)
(0.955862, -0.293785, 0.5)
(0.972211, -0.234077, 0.5)
(0.98465, -0.174518, 0.5)
(0.993312, -0.11545, 0.5)
(0.998363, -0.0571844, 0.5)
(1, 0, 0.6)
(0.998362, 0.0567397, 0.6)
(0.993305, 0.114632, 0.6)
(0.984629, 0.173401, 0.6)
(0.972163, 0.232734, 0.6)
(0.955768, 0.292286, 0.6)
(0.935348, 0.351685, 0.6)
(0.910853, 0.410536, 0.6)
(0.882282, 0.468429, 0.6)
(0.84969, 0.524948, 0.6)
(0.813189, 0.579675, 0.6)
(0.772944, 0.632207, 0.6)
(0.729177, 0.682159, 0.6)
(0.682159, 0.729177, 0.6)
(0.632207, 0.772944, 0.6)
(0.579675, 0.813189, 0.6)
(0.524948, 0.84969, 0.6)
(0.468429, 0.882282, 0.6)
(0.410536, 0.910853, 0.6)
(0.351685, 0.935348, 0.6)
(0.292286, 0.955768, 0.6)
(0.232734, 0.972163, 0.6)
(0.173401, 0.984629, 0.6)
(0.114632, 0.993305, 0.6)
(0.0567397, 0.998362, 0.6)
(-3.13971e-016, 1, 0.6)
(-0.0571844, 0.998363, 0.6)
(-0.11545, 0.993312, 0.6)
(-0.174518, 0.98465, 0.6)
(-0.234077, 0.972211, 0.6)
(-0.293785, 0.955862, 0.6)
(-0.353274, 0.935507, 0.6)
(-0.412153, 0.911097, 0.6)
(-0.47002, 0.882634, 0.6)
(-0.526466, 0.850171, 0.6)
(-0.581084, 0.813815, 0.6)
(-0.633478, 0.773729, 0.6)
(-0.683274, 0.730127, 0.6)
(-0.730127, 0.683274, 0.6)
(-0.773729, 0.633478, 0.6)
(-0.813815, 0.581084, 0.6)
(-0.850171, 0.526466, 0.6)
(-0.882634, 0.47002, 0.6)
(-0.911097, 0.412153, 0.6)
(-0.935507, 0.353274, 0.6)
(-0.955862, 0.293785, 0.6)
(-0.972211, 0.234077, 0.6)
(-0.98465, 0.174518, 0.6)
(-0.993312, 0.11545, 0.6)
(-0.998363, 0.0571844, 0.6)
(-1, -1.25588e-015, 0.6)
(-0.998363, -0.0571844, 0.6)
(-0.993312, -0.11545, 0.6)
(-0.98465, -0.174518, 0.6)
(-0.972211, -0.234077, 0.6)
(-0.955862, -0.293785, 0.6)
(-0.935507, -0.353274, 0.6)
(-0.911097, -0.412153, 0.6)
(-0.882634, -0.47002, 0.6)
(-0.850171, -0.526466, 0.6)
(-0.813815, -0.581084, 0.6)
(-0.773729, -0.633478, 0.6)
(-0.730127, -0.683274, 0.6)
(-0.683274, -0.730127, 0.6)
(-0.633478, -0.773729, 0.6)
(-0.581084, -0.813815, 0.6)
(-0.526466, -0.850171, 0.6)
(-0.47002, -0.882634, 0.6)
(-0.412153, -0.911097, 0.6)
(-0.353274, -0.935507, 0.6)
(-0.293785, -0.955862, 0.6)
(-0.234077, -0.972211, 0.6)
(-0.174518, -0.98465, 0.6)
(-0.11545, -0.993312, 0.6)
(-0.0571844, -0.998363, 0.6)
(2.51177e-015, -1, 0.6)
(0.0571844, -0.998363, 0.6)
(0.11545, -0.993312, 0.6)
(0.174518, -0.98465, 0.6)
(0.234077, -0.972211, 0.6)
(0.293785, -0.955862, 0.6)
(0.353274, -0.935507, 0.6)
(0.412153, -0.911097, 0.6)
(0.47002, -0.882634, 0.6)
(0.526466, -0.850171, 0.6)
(0.581084, -0.813815, 0.6)
(0.633478, -0.773729, 0.6)
(0.683274, -0.730127, 0.6)
(0.730127, -0.683274, 0.6)
(0.773729, -0.633478, 0.6)
(0.813815, -0.581084, 0.6)
(0.850171, -0.526466, 0.6)
(0.882634, -0.47002, 0.6)
(0.911097, -0.412153, 0.6)
(0.935507, -0.353274, 0.6)
(0.955862, -0.293785, 0.6)
(0.972211, -0.234077, 0.6)
(0.98465, -0.174518, 0.6)
(0.993312, -0.11545, 0.6)
(0.998363, -0.0571844, 0.6)
(1, 0, 0.7)
(0.998362, 0.0567397, 0.7)
(0.993305, 0.114632, 0.7)
(0.984629, 0.173401, 0.7)
(0.972163, 0.232734, 0.7)
(0.955768, 0.292286, 0.7)
(0.935348, 0.351685, 0.7)
(0.910853, 0.410536, 0.7)
(0.882282, 0.468429, 0.7)
(0.84969, 0.524948, 0.7)
(0.813189, 0.579675, 0.7)
(0.772944, 0.632207, 0.7)
(0.729177, 0.682159, 0.7)
(0.682159, 0.729177, 0.7)
(0.632207, 0.772944, 0.7)
(0.579675, 0.813189, 0.7)
(0.524948, 0.84969, 0.7)
(0.468429, 0.882282, 0.7)
(0.410536, 0.910853, 0.7)
(0.351685, 0.935348, 0.7)
(0.292286, 0.955768, 0.7)
(0.232734, 0.972163, 0.7)
(0.173401, 0.984629, 0.7)
(0.114632, 0.993305, 0.7)
(0.0567397, 0.998362, 0.7)
(-3.13971e-016, 1, 0.7)
(-0.0571844, 0.998363, 0.7)
(-0.11545, 0.993312, 0.7)
(-0.174518, 0.98465, 0.7)
(-0.234077, 0.972211, 0.7)
(-0.293785, 0.955862, 0.7)
(-0.353274, 0.935507, 0.7)
(-0.412153, 0.911097, 0.7)
(-0.47002, 0.882634, 0.7)
(-0.526466, 0.850171, 0.7)
(-0.581084, 0.813815, 0.7)
(-0.633478, 0.773729, 0.7)
(-0.683274, 0.730127, 0.7)
(-0.730127, 0.683274, 0.7)
(-0.773729, 0.633478, 0.7)
(-0.813815, 0.581084, 0.7)
(-0.850171, 0.526466, 0.7)
(-0.882634, 0.47002, 0.7)
(-0.911097, 0.412153, 0.7)
(-0.935507, 0.353274, 0.7)
(-0.955862, 0.293785, 0.7)
(-0.972211, 0.234077, 0.7)
(-0.98465, 0.174518, 0.7)
(-0.993312, 0.11545, 0.7)
(-0.998363, 0.0571844, 0.7)
(-1, -1.25588e-015, 0.7)
(-0.998363, -0.0571844, 0.7)
(-0.993312, -0.11545, 0.7)
(-0.98465, -0.174518, 0.7)
(-0.972211, -0.234077, 0.7)
(-0.955862, -0.293785, 0.7)
(-0.935507, -0.353274, 0.7)
(-0.911097, -0.412153, 0.7)
(-0.882634, -0.47002, 0.7)
(-0.850171, -0.526466, 0.7)
(-0.813815, -0.581084, 0.7)
(-0.773729, -0.633478, 0.7)
(-0.730127, -0.683274, 0.7)
(-0.683274, -0.730127, 0.7)
(-0.633478, -0.773729, 0.7)
(-0.581084, -0.813815, 0.7)
